TestName,Vertices,Edges,Time,PathLength,FoundPath,Iterations,PathSequence
test_31_medium_46v_d80,46,828,0.0062477,2.65893,true,1,"E->M->U"
test_32_big_51v_d40,51,510,0.0106947,7.02851,true,1,"Q->B->V30->R"
test_33_big_56v_d40,56,616,0.0111371,5.45996,true,1,"E->L->V41->V53"
test_34_big_61v_d40,61,732,0.0145067,5.65126,true,1,"V27->V59->V60->L"
test_35_big_66v_d40,66,858,0.0174707,7.23708,true,1,"V45->V47->V43->J"
test_36_big_71v_d40,71,994,0.0241912,5.01903,true,1,"M->V54->G->Z"
test_37_big_76v_d40,76,1140,0.025981,3.93649,true,1,"Z->V37->V63"
test_38_big_81v_d40,81,1296,0.0315472,5.24749,true,1,"V45->V51->E"
test_39_big_86v_d40,86,1462,0.0456955,4.90474,true,1,"V34->V40->T"
test_40_big_91v_d40,91,1638,0.051617,4.23294,true,1,"B->V59->V58->V83"
test_41_big_96v_d40,96,1824,0.0569414,1.78823,true,1,"V48->V83"
test_42_star_6v,6,5,5.48e-05,5.76058,true,1,"C->A->E"
test_43_star_10v,10,9,0.000168,6.66323,true,1,"C->A->I"
test_44_star_14v,14,13,0.0002739,2.94076,true,1,"K->A->F"
test_45_star_18v,18,17,0.000509,7.01985,true,1,"R->A->J"
test_46_path_8v,8,7,7.42e-05,8.85777,true,1,"F->E->D->C->B->A"
test_47_path_13v,13,12,0.0002676,7.40593,true,1,"M->L->K->J->I"
test_48_path_18v,18,17,0.0004203,5.7345,true,1,"R->Q->P"
test_49_path_23v,23,22,0.0009118,39.8876,true,1,"B->C->D->E->F->G->H->I->J->K->L->M->N->O->P->Q->R->S->T->U->V"
test_50_grid_3x3,9,12,0.0001121,9.31067,true,1,"A->D->E->H->I"
test_51_grid_3x4,12,17,0.0002873,9.85937,true,1,"B->F->J->K"
test_52_grid_3x5,15,22,0.0003375,5.88677,true,1,"C->D->I->N"
test_53_grid_3x6,18,27,0.0006206,4.37566,true,1,"Q->P->O"
test_54_grid_4x3,12,17,0.0001772,3.27355,true,1,"K->H->G"
test_55_grid_4x4,16,24,0.0005865,5.73326,true,1,"J->N->M"
test_56_grid_4x5,20,31,0.0005319,8.01879,true,1,"C->H->M->L->Q"
test_57_grid_4x6,24,38,0.0008683,7.95428,true,1,"E->F->L->R"
test_58_grid_5x3,15,22,0.0003011,4.4727,true,1,"I->H"
test_59_grid_5x4,20,31,0.000684,4.76948,true,1,"F->E"
test_60_grid_5x5,25,40,0.000758,17.7976,true,1,"X->W->R->M->L->G->B"
test_61_grid_5x6,30,49,0.0020621,12.9284,true,1,"C->D->E->F->L->R"
test_62_grid_6x3,18,27,0.0003775,8.59213,true,1,"K->H->E->B->A"
test_63_grid_6x4,24,38,0.0011302,9.02808,true,1,"N->M->I->E->F"
test_64_grid_6x5,30,49,0.001398,16.5144,true,1,"D->I->N->M->R->W->V->V27"
test_65_grid_6x6,36,60,0.0021638,6.75247,true,1,"Q->P->O->I"
test_66_complete_5v,5,10,4.58e-05,7.47256,true,1,"C->E"
test_67_complete_8v,8,28,7.97e-05,2.82105,true,1,"H->G"
test_68_complete_11v,11,55,0.0002059,3.67243,true,1,"E->J->F"
test_69_complete_14v,14,91,0.0003812,3.88434,true,1,"B->C"
