TestName,Vertices,Edges,Time,PathLength,FoundPath,Iterations,PathSequence
test_34_big_61v_d40,61,732,0.0004113,9.07123,true,1,"V27->G->R->L"
test_35_big_66v_d40,66,858,0.0002276,8.6631,true,1,"V45->O->J"
test_36_big_71v_d40,71,994,0.0003059,8.63739,true,1,"M->V28->Z"
test_37_big_76v_d40,76,1140,0.0002302,7.17295,true,1,"Z->V66->V63"
test_38_big_81v_d40,81,1296,0.0002826,7.45272,true,1,"V45->K->H->E"
test_39_big_86v_d40,86,1462,0.0004155,5.33266,true,1,"V34->P->T"
test_40_big_91v_d40,91,1638,0.0003011,5.15108,true,1,"B->V90->V83"
test_41_big_96v_d40,96,1824,0.0003312,1.78823,true,1,"V48->V83"
test_42_star_6v,6,5,5.42e-05,5.76058,true,1,"C->A->E"
test_43_star_10v,10,9,8.02e-05,6.66323,true,1,"C->A->I"
test_44_star_14v,14,13,9.91e-05,2.94076,true,1,"K->A->F"
test_45_star_18v,18,17,6.04e-05,7.01985,true,1,"R->A->J"
test_46_path_8v,8,7,6.27e-05,8.85777,true,1,"F->E->D->C->B->A"
test_47_path_13v,13,12,6.31e-05,7.40593,true,1,"M->L->K->J->I"
test_48_path_18v,18,17,4.09e-05,5.7345,true,1,"R->Q->P"
test_49_path_23v,23,22,0.0001636,39.8876,true,1,"B->C->D->E->F->G->H->I->J->K->L->M->N->O->P->Q->R->S->T->U->V"
test_50_grid_3x3,9,12,6.95e-05,9.31067,true,1,"A->D->E->H->I"
test_51_grid_3x4,12,17,4.82e-05,9.85937,true,1,"B->F->J->K"
test_52_grid_3x5,15,22,4.68e-05,10.7052,true,1,"C->H->M->N"
test_53_grid_3x6,18,27,7.82e-05,4.37566,true,1,"Q->P->O"
test_54_grid_4x3,12,17,4.58e-05,3.27355,true,1,"K->H->G"
test_55_grid_4x4,16,24,4.99e-05,5.73326,true,1,"J->N->M"
test_56_grid_4x5,20,31,0.0001291,10.5667,true,1,"C->H->M->R->Q"
test_57_grid_4x6,24,38,6.02e-05,9.95795,true,1,"E->K->Q->R"
test_58_grid_5x3,15,22,5.16e-05,4.4727,true,1,"I->H"
test_59_grid_5x4,20,31,3.82e-05,4.76948,true,1,"F->E"
test_60_grid_5x5,25,40,0.0001064,21.6614,true,1,"X->S->N->I->D->C->B"
test_61_grid_5x6,30,49,0.0001902,20.539,true,1,"C->I->O->P->Q->R"
test_62_grid_6x3,18,27,5.51e-05,8.59213,true,1,"K->H->E->B->A"
test_63_grid_6x4,24,38,0.0001041,9.38791,true,1,"N->J->F"
test_64_grid_6x5,30,49,0.0001797,22.6879,true,1,"D->I->N->S->X->V29->V28->V27"
test_65_grid_6x6,36,60,0.0001057,7.82633,true,1,"Q->K->J->I"
test_66_complete_5v,5,10,3.9e-05,7.47256,true,1,"C->E"
test_67_complete_8v,8,28,5.51e-05,2.82105,true,1,"H->G"
test_68_complete_11v,11,55,5.85e-05,3.67243,true,1,"E->J->F"
test_69_complete_14v,14,91,4.66e-05,3.88434,true,1,"B->C"
